Gene,logFC,FDR
Tsnax,-0.083616385,0.843556
Tsnaxip1,-1.443688123,0.0575505
Tspan1,1.54899713,0.000670633
Tspan10,1.481235778,1
Tspan11,0.322631887,0.24176
Tspan12,-0.108604836,0.758959
Tspan13,-1.050084797,0.000670633
Tspan14,0.578959252,0.0212526
Tspan15,-0.647993753,0.0331328
Tspan17,-0.400170695,0.30648
Tspan18,-2.072015338,0.000670633
Tspan2,-0.877926859,0.00124178
Tspan3,0.548413089,0.0365425
Tspan31,0.261529214,0.375041
Tspan32,-1.025839354,0.0935487
Tspan33,2.395884657,0.000670633
Tspan4,-0.425841191,0.314139
Tspan5,-0.155535906,0.651777
Tspan6,1.339598678,0.000670633
Tspan7,-1.049357851,0.000670633
Tspan8,-0.428935339,0.205865
Tspan9,-0.297666989,0.245014
Tspo,0.297143944,0.325561
Tspo2,0.103379117,1
Tspy-ps,0,1
Tspyl1,-0.129221511,0.690624
Tspyl2,-0.438032878,0.208319
Tspyl3,-0.727842102,0.198789
Tspyl4,-1.306937126,0.000670633
Tspyl5,-1.120722181,0.115319
Tsr1,0.784188397,0.0274773
Tsr2,-0.539477867,0.214569
Tssc1,0.227942195,0.628439
Tssc4,0.25335844,0.586734
Tssk1,0.355818812,1
Tssk2,-0.150631389,1
Tssk3,-0.067416861,1
Tssk4,0.06978241,0.955658
Tssk5,0,1
Tssk6,0.657782743,0.746704
Tst,0.168961465,0.643988
Tsta3,0.487681086,0.177724
Tstd1,-0.008804696,0.99518
Tstd2,0.1695288,0.7842
Tsx,-0.295470856,1
Ttbk1,-0.957256574,1
Ttbk2,-0.782985854,0.014541
Ttc1,0.102824455,0.822535
Ttc12,-0.648472453,0.172055
Ttc13,0.1608365,0.88054
Ttc14,-0.089436878,0.904962
Ttc15,-0.129261269,0.737387
Ttc16,-1.403936549,0.270646
Ttc17,-0.082971532,0.838525
Ttc18,-1.714665915,0.0161091
Ttc19,-0.146166064,0.740416
Ttc21a,-1.242068247,0.0027341
Ttc21b,-0.381535104,0.322653
Ttc22,4.594371271,0.000670633
Ttc23,0.199628534,0.644801
Ttc23l,0.04982475,1
Ttc24,0,1
Ttc25,-1.437182191,0.0245232
Ttc26,-0.738132722,0.13509
Ttc27,0.262675213,0.548371
Ttc28,-1.62710394,0.000670633
Ttc29,-1.236498943,0.0507608
Ttc3,-0.301823546,0.376823
Ttc30a1,-0.14998971,0.787996
Ttc30b,-0.253254897,0.512401
Ttc32,-0.322171464,0.582447
Ttc33,-0.049325107,0.951763
Ttc34,-1.22089576,0.0930447
Ttc35,0.191276392,0.579073
Ttc36,1.018726993,0.0867809
Ttc37,0.385270739,0.169227
Ttc38,-0.362698077,0.335792
Ttc39a,1.301890818,0.000670633
Ttc39b,0.378137813,0.196392
Ttc39c,1.987306848,0.000670633
Ttc39d,-0.16637976,1
Ttc4,-0.131258689,0.743043
Ttc5,-0.295448326,0.403909
Ttc7,0.38486268,0.121013
Ttc7b,-0.678382909,0.0372605
Ttc8,-0.462184352,0.356783
Ttc9,1.422756703,0.000670633
Ttc9b,0,1
Ttc9c,0.340780885,0.24969
Ttf1,-0.045804304,0.924767
Ttf2,0.448886906,0.198895
Tti1,-0.283867068,0.408624
Ttk,2.787879877,0.000670633
Ttl,-0.799913049,0.0154917
Ttll1,-0.774895346,0.0993957
Ttll10,1.199206147,0.0142138
Ttll11,1.266535906,0.370818
Ttll12,0.739832885,0.0179101
Ttll13,-1.12592133,0.122697
Ttll2,0.897196273,1
Ttll3,-0.368374805,0.673686
Ttll4,-0.143792222,0.736397
Ttll5,-0.25253436,0.719952
Ttll6,-1.793950517,0.00680343
Ttll7,-0.723999703,0.0876661
Ttll8,-1.823993848,0.0338838
Ttll9,-1.59397195,0.0655363
Ttn,-3.797233242,0.00124178
Ttpa,0.344785896,0.507038
Ttpal,0.155653752,0.637449
Ttr,3.317714749,0.508643
Ttyh1,1.064678974,0.0841395
Ttyh2,1.118519883,0.000670633
Ttyh3,-0.716674228,0.00716283
Tub,0.343694298,1
Tuba1a,-0.254136003,0.386736
Tuba1b,0.037875167,0.930817
Tuba1c,0.23227793,0.441174
Tuba3a,0.208029069,0.6005
Tuba3b,-0.658439096,1
Tuba4a,0.909161483,0.00404852
Tuba8,-0.315689798,0.52861
Tubal3,1.158375809,1
Tubb1,-3.186241813,0.000670633
Tubb2a,0.22158232,0.480702
Tubb2a-ps2,1.77645951,0.00965017
Tubb2b,0.744277605,0.0282811
Tubb2c,0.267628895,0.329128
Tubb3,4.296691254,0.000670633
Tubb4,-3.075952895,0.000670633
Tubb5,0.203567341,0.440971
Tubb6,0.940053586,0.00175914
Tubd1,-0.120129227,0.853283
Tube1,0.864225925,0.197078
Tubg1,0.217902743,0.634392
Tubg2,-0.552135261,0.646183
Tubgcp2,0.396607614,0.229663
Tubgcp3,-0.26855731,0.492177
Tubgcp4,0.154525921,0.816034
Tubgcp5,-0.206815002,0.567146
Tubgcp6,-0.17123053,0.703008
Tufm,0.481203802,0.238115
Tuft1,0.459623859,0.16059
Tug1,0.156522404,0.588717
Tulp1,-1.649392787,0.0368031
Tulp2,-0.169563322,1
Tulp3,-0.317028446,0.352125
Tulp4,-0.021970783,0.971509
Tusc1,0.586494836,0.339356
Tusc2,-0.192466242,0.644051
Tusc3,-0.165997306,0.621273
Tusc5,-1.698476125,0.00319404
Tut1,-0.121728094,0.79264
Twf1,0.460335391,0.0777347
Twf2,-0.301048886,0.392512
Twist1,-0.133215306,1
Twist2,-1.507696622,0.11484
Twistnb,0.091364506,0.873689
Twsg1,-0.195664562,0.457143
Txk,-2.142584279,0.00488912
Txlna,0.048155884,0.904243
Txlnb,-2.937838763,0.000670633
Txlng,-0.117657908,0.859686
Txn1,0.373614341,0.246292
Txn2,0.306038342,0.321222
Txndc11,0.458481456,0.220909
Txndc12,0.240005511,0.511755
Txndc15,0.078022419,0.851887
Txndc16,-0.993767603,0.00566202
Txndc17,0.467819288,0.142525
Txndc2,-0.63476566,1
Txndc3,0.260892819,1
Txndc5,0.185044937,0.492974
Txndc6,-1.348545753,0.434317
Txndc8,0,1
Txndc9,-0.024471078,0.959705
Txnip,-0.009962282,0.981046
Txnl1,0.305740446,0.385771
Txnl4a,0.107687817,0.770601
Txnl4b,-0.090786357,0.907249
Txnrd1,1.143041491,0.00965017
Txnrd2,0.095769625,0.949098
Txnrd3,-0.797638886,0.0644202
Tyk2,-0.234845668,0.417202
Tymp,-0.763801936,0.418984
Tyms,1.354451615,0.0167039
Tyms-ps,1.228165216,0.0451057
Tyr,-0.106540755,1
Tyro3,0.722111451,0.0303864
Tyrobp,0.345926934,0.322567
Tyrp1,0,1
Tysnd1,0.253102909,0.531184
Tyw1,-0.053493822,0.92741
Tyw3,-0.291342284,0.712679
U07657,0.017208078,0.979045
U07879,0,1
U09772,0.514223066,0.565197
U2af1,0.242421618,0.705093
U2af1l4,-0.167332573,0.938762
U2af2,0.087067444,0.812947
U2af26,0.080353524,0.968606
U39293,-3.044845219,1
U46068,5.380079353,0.000670633
U46581,-1.867651383,1
U80893,0,1
U86728,0,1
U89428,1.276889306,0.769373
U89738,0,1
U90926,1.153444508,1
UCP4,-0.038808586,0.972346
Uaca,0.57986343,0.0274773
Uap1,0.654121058,0.0126372
Uap1l1,0.119418296,0.756666
Uba1,0.219315927,0.385488
Uba2,0.208786388,0.472552
Uba3,0.132431641,0.721146
Uba5,0.351964647,0.424588
Uba52,0,1
Uba6,0.865708069,0.0129579
Uba7,-0.087425157,0.923689
Ubac1,-0.037059415,0.962381
Ubac2,0.205956846,0.591528
Ubadc1,-0.401665124,1
Ubap1,0.160902317,0.613109
Ubap2,0.234002643,0.395441
Ubap2l,0.068033036,0.876912
Ubash3a,-1.159387332,0.104294
Ubash3b,0.030513102,0.963348
Ubb,0.200127049,0.47371
Ubc,0.228727251,0.383307
Ubc13,-0.000760738,1
Ubd,4.261736133,0.00363394
Ube1l,-0.04206608,0.987078
Ube1y1,-0.24486271,1
Ube2a,0.17648903,0.622554
Ube2b,0.148500175,0.633295
Ube2c,2.629897533,0.000670633
Ube2cbp,1.231401363,0.0876661
Ube2d1,0.186750491,0.636708
Ube2d2,0.219656959,0.474928
Ube2d2b,1.005220961,0.565124
Ube2d3,0.105724876,0.816461
Ube2e1,0.138882325,0.792455
Ube2e2,-0.459345357,0.280798
Ube2e3,-0.064205742,0.891971
Ube2f,0.61412854,0.0945508
Ube2g1,0.312758,0.309931
Ube2g2,0.075478161,0.84945
Ube2h,0.05772513,0.881995
Ube2i,-0.117183167,0.704787
Ube2j1,0.103899299,0.762765
Ube2j2,0.267009759,0.552882
Ube2k,0.115940647,0.726579
Ube2l3,0.302971552,0.295504
Ube2l6,-0.205730087,0.595818
Ube2m,0.266193463,0.448772
Ube2n,0.302080386,0.330115
Ube2o,-0.091588135,0.823298
Ube2q1,0.075869612,0.838933
Ube2q2,0.542735114,0.0801518
Ube2ql1,-0.879759087,1
Ube2r2,0.312230788,0.280366
Ube2s,0.275757496,0.518461
Ube2t,1.171829382,0.0589299
Ube2u,-0.152552484,1
Ube2v1,0.00107104,0.998167
Ube2v2,0.084532456,0.873729
Ube2w,0.16141491,0.649507
Ube2z,0.135450794,0.64712
Ube3a,0.552375097,0.0632764
Ube3b,-0.007735668,0.985036
Ube3c,0.232611706,0.388769
Ube4a,0.132762463,0.66662
Ube4b,0.034038204,0.939259
Ubfd1,0.199008891,0.510031
Ubiad1,-0.107817742,0.847083
Ubl3,-0.050154438,0.900659
Ubl4,0.225007716,0.700081
Ubl4b,0,1
Ubl5,0.015836211,0.982322
Ubl7,-0.164416416,0.669972
Ublcp1,0.059093093,0.920985
Ubn1,-0.023612988,0.960076
Ubn2,0.063662386,0.88801
Ubox5,-0.246029273,0.724377
Ubp1,0.088522542,0.80078
Ubqln1,0.231645008,0.375622
Ubqln2,0.16402102,0.6102
Ubqln3,0,1
Ubqln4,0.143407012,0.667207
Ubqlnl,0.195961086,1
Ubr1,-0.539623498,0.0393702
Ubr2,-0.153918023,0.585101
Ubr3,0.070021685,0.867294
Ubr4,0.23654322,0.519709
Ubr5,-0.146551498,0.642509
Ubr7,-0.191726907,0.545241
Ubtd1,0.863386027,0.0161091
Ubtd2,-0.056343299,0.903204
Ubtf,0.001883182,0.996425
Ubtfl1,0,1
Ubxn1,0.312258618,0.320338
Ubxn10,-0.11747882,0.81961
Ubxn11,-0.867820456,0.10982
Ubxn2a,-0.160717015,0.610869
Ubxn2b,-0.471024995,0.239514
Ubxn4,0.017360302,0.967578
Ubxn6,0.102755571,0.822282
Ubxn7,-0.241342732,0.385857
Ubxn8,0.302943723,0.58595
Uchl1,-1.574787208,0.0106618
Uchl3,1.144214515,0.0103281
Uchl4,1.090816824,0.256989
Uchl5,0.436878076,0.240949
Uck1,-0.055373409,0.934454
Uck2,1.376549159,0.000670633
Uckl1,0.076737589,0.923447
Uckl1os,-0.909991318,0.459611
Ucma,0.109273041,1
Ucn,-1.173127433,1
Ucn2,1.959075652,0.00965017
Ucn3,0,1
Ucp1,-0.118743824,1
Ucp2,0.235191454,0.354227
Ucp3,-0.577434504,0.509663
Uevld,0.198402591,0.620471
Ufc1,0.348312927,0.305492
Ufd1l,0.012285515,0.979645
Ufd2,0.042719216,0.98356
Ufl1,-0.555925375,0.433169
Ufm1,0.304217404,0.292862
Ufsp1,-0.058146323,0.957112
Ufsp2,0.491010259,0.150549
Ugcg,0.162808336,0.58625
Ugcgl1,0.442255792,1
Ugcgl2,-0.412835962,0.719964
Ugdh,0.704847101,0.00895825
Uggt1,0.223551044,0.392521
Uggt2,-1.696026916,0.05119
Ugp2,0.250511582,0.364692
Ugt1a1,0.648031431,0.826346
Ugt1a10,0.377687942,1
Ugt1a2,-0.056497664,1
Ugt1a5,-0.211085173,1
Ugt1a6,0.692314346,0.505257
Ugt1a6a,-0.091774019,0.907828
Ugt1a6b,-0.133286034,0.856811
Ugt1a7c,1.469673033,0.00175914
Ugt1a9,1.668407942,1
Ugt2a1,0.010569698,1
Ugt2a2,0.163158628,1
Ugt2a3,1.97501207,1
Ugt2b1,0.473092797,1
Ugt2b34,8.143000093,0.479892
Ugt2b35,4.76394266,0.000670633
Ugt2b36,0.243162099,1
Ugt2b37,0,1
Ugt2b38,0,1
Ugt2b5,0.23930027,1
Ugt3a1,0,1
Ugt3a2,-0.211286373,1
Ugt8a,1.952874304,0.0113417
Uhmk1,-0.414986357,0.279031
Uhrf1,2.059042264,0.000670633
Uhrf1bp1,0.286755027,0.364307
Uhrf1bp1l,0.49303002,0.0947199
Uhrf2,0.361366391,0.199227
Uimc1,-0.203233462,0.526509
Ulbp1,1.190839285,0.0401431
Ulk1,0.082674819,0.962942
Ulk2,-0.590176432,0.0318704
Ulk3,0.073123212,0.887206
Ulk4,-1.369156816,0.0250894
Umod,2.53380986,1
Umodl1,0,1
Umps,0.490860741,0.170565
Unc119,0.257267561,0.494277
Unc119b,-0.089338794,0.803613
Unc13a,1.120155773,0.689718
Unc13b,-0.004235927,0.99175
Unc13c,0.336541904,1
Unc13d,-0.717320186,0.095764
Unc45a,0.375176504,0.178038
Unc45b,-1.769917064,0.0471262
Unc50,0.010371056,0.98328
Unc5a,-0.457910591,0.650624
Unc5b,0.751155014,0.00680343
Unc5c,-2.450544957,0.000670633
Unc5cl,0.582380554,0.485727
Unc5d,-1.559091123,1
Unc79,-0.597688068,1
Unc80,-0.062351326,1
Unc84a,-0.530480655,0.85726
Unc93a,0.460959069,1
Unc93b1,0.072140265,0.864673
Uncx,0,1
Uncx4.1,0,1
Ung,1.645640151,0.000670633
Unk,-0.488636384,0.1457
Unkl,-0.453133405,0.298332
Uox,3.602124304,0.140036
Upb1,2.367758078,0.507719
Upf1,0.177649085,0.538406
Upf2,0.008203425,0.98574
Upf3a,-0.176678467,0.650641
Upf3b,-0.012985774,0.979408
Upk1a,-0.813575365,0.80812
Upk1b,0.825228615,0.00680343
Upk2,0.205836395,0.889089
Upk3a,1.506580759,0.05875
Upk3b,-6.441400254,0.000670633
Upp1,1.000667083,0.00225688
Upp2,-0.575967327,1
Uprt,0.357490546,0.635399
Uqcc,-0.057732867,0.909872
Uqcr,0.029966425,0.984258
Uqcr10,0.2751218,0.524409
Uqcr11,0.344760055,0.50852
Uqcrb,0.395001378,0.40128
Uqcrc1,0.384386565,0.152155
Uqcrc2,0.303120528,0.255606
Uqcrfs1,0.466591173,0.120246
Uqcrh,0.252999821,0.512722
Uqcrq,0.510296847,0.20106
Urb1,0.387981038,0.25186
Urb2,0.200559551,0.730684
Urgcp,-0.114051842,0.794061
Urm1,-0.161065171,0.690184
Uroc1,2.744731402,0.309806
Urod,-0.003798089,0.993486
Uros,0.306064362,0.495192
Use1,-0.094658807,0.8287
Usf1,-0.020567792,0.968992
Usf2,0.183527954,0.697542
Ush1c,0.045616165,1
Ush1g,1.789027857,1
Ush2A,0,1
Ush2a,-0.028394038,1
Ushbp1,-1.264572573,0.00319404
Usmg5,0.303995964,0.769767
Uso1,0.410324953,0.201192
Usp-ps,0,1
Usp1,0.230870631,0.463281
Usp10,0.611108808,0.0232131
Usp11,-1.425480545,0.00225688
Usp12,-0.08943369,0.798434
Usp13,-1.400115811,0.0176025
Usp14,0.302728246,0.424142
Usp15,0.356270983,0.235526
Usp16,0.427965902,0.750244
Usp17l5,0,1
Usp18,-0.146219206,0.783037
Usp19,0.107587948,0.739323
Usp2,-1.644200143,0.0403981
Usp20,0.013097718,0.979408
Usp21,-0.034541626,0.959361
Usp22,-0.175342764,0.531686
Usp24,-0.165652815,0.542301
Usp25,0.242381639,0.357892
Usp26,0,1
Usp27x,-0.148314207,0.852892
Usp28,-0.332614761,0.402913
Usp29,0.812754022,1
Usp3,0.460730233,0.142999
Usp30,-0.174496284,0.658824
Usp31,-0.299734201,0.316966
Usp32,0.191145345,0.486006
Usp33,0.035411199,0.931912
Usp34,0.113719992,0.792215
Usp35,0.33115672,0.518341
Usp36,-0.09509639,0.80557
Usp37,0.063621643,0.940336
Usp38,0.363540395,0.207183
Usp39,-0.0739485,0.891089
Usp4,-0.001966337,0.995519
Usp40,0.111223099,0.826189
Usp42,-0.201195291,0.588639
Usp43,0.347626479,0.460328
Usp44,-0.468787857,1
Usp45,0.13447994,0.713506
Usp46,-0.445360859,0.150823
Usp47,-0.064388302,0.856488
Usp48,-0.254045191,0.431071
Usp49,-0.15950113,0.803002
Usp5,0.235759972,0.516732
Usp50,-0.685757762,1
Usp51,0.962004015,1
Usp52,-0.272478868,0.908201
Usp53,1.218153391,0.000670633
Usp54,-0.766722507,0.0413314
Usp6nl,0.69515703,0.00447825
Usp7,0.21641209,0.405525
Usp8,-0.205154381,0.434242
Usp9x,0.03126201,0.938105
Usp9y,-0.206867009,1
Uspl1,-0.039296519,0.935799
Ust,-0.146253832,0.789328
Utf1,-0.098181743,1
Utp11l,0.059160112,0.917051
Utp14a,0.301624288,0.361389
Utp14b,0.933513175,0.321205
Utp15,0.114959465,0.78242
Utp18,0.370142244,0.305566
Utp20,0.197189222,0.523741
Utp23,-0.073796249,0.900551
Utp3,0.218232217,0.507657
Utp6,0.044120702,0.92208
Utrn,-1.143840879,0.000670633
Uts2,1.318183677,1
Uts2d,-0.462555996,1
Uts2r,0,1
Uty,-0.041241098,0.961193
Uvrag,-0.132233234,0.690721
Uxs1,0.295006102,0.513266
Uxt,0.146844997,0.936373
V00757,0.931794839,0.861409
V00821,-1.419993724,0.553719
V1ra8,-0.459430569,1
V1rd19,0,1
V1rd21,0,1
V1rg10,0,1
VAV2,0.527644728,1
VR3,0,1
VRHO,0.599015055,0.713905
VRL3,2.016427068,1
Vac14,0.075069536,0.861071
Vamp1,-0.647622024,0.341598
Vamp2,-0.346516945,0.227318
Vamp3,-0.069111464,0.859085
Vamp4,0.231968937,0.487486
Vamp5,-0.258596275,0.524799
Vamp7,0.411148685,0.199227
Vamp8,0.141971632,0.677662
Vangl1,1.110725831,0.000670633
Vangl2,0.164752486,0.814158
Vapa,0.196344717,0.489763
Vapb,-0.271096492,0.308152
Vars,0.608856393,0.0965744
Vars2,0.155684437,0.666886
Vash1,0.005210065,0.989147
Vash2,2.795688258,0.000670633
Vasn,-0.45692551,0.277888
Vasp,0.24221768,0.373199
Vat1,0.161088759,0.626923
Vat1l,-1.093194354,1
Vaultrc5,0.827212069,1
Vav1,0.424547745,0.178263
Vav2,0.054723699,0.902911
Vav3,0.675542017,0.0282811
Vax1,0,1
Vax2,0,1
Vax2os1,0.550465617,1
Vax2os2,-0.248746165,1
Vb10a,-1.856548978,0.682234
Vbp1,-0.049179128,0.915546
Vcam1,-1.084339654,0.00404852
Vcan,0.211045528,0.804785
Vcl,-0.400929769,0.0813956
Vcp,0.232040956,0.38183
Vcpip1,0.287841287,0.509399
Vdac1,0.277194462,0.304965
Vdac2,0.318163097,0.285385
Vdac3,-0.028323574,0.961246
Vdelta6.4,-2.385136742,0.463731
Vdr,1.766211089,0.000670633
Vdu1,-0.675535788,1
Vdu2,-0.406284882,0.909143
Vegfa,-0.576004148,0.151485
Vegfb,-0.088616666,0.871246
Vegfc,-1.129437997,0.0135948
Veph-A,0.611255863,1
Veph1,0.321137322,1
Vezf1,-0.318881843,0.24065
Vezt,0.25325359,0.648283
Vgf,0.409979326,1
Vgll1,0.400901836,1
Vgll2,-0.249325187,1
Vgll3,-1.433310033,0.00605
Vgll4,0.2019561,0.641303
Vhl,0.116123622,0.76946
Vil1,2.485192528,0.470434
Vill,1.571457442,0.000670633
Vim,0.083067791,0.80232
Vip,0.734719816,1
Vipar,0.133083209,0.720755
Vipr1,0.783280853,0.0558955
Vipr2,-2.401852231,0.000670633
Vit,-0.933966827,1
Vkorc1,-0.014906189,0.979122
Vkorc1l1,0.341035335,0.492571
Vldlr,-1.033344668,0.000670633
Vlgr1,0.276971996,1
Vma21,0.187863206,0.572486
Vmac,-0.337749026,0.386957
Vmn1r-ps103,0,1
Vmn1r1,0,1
Vmn1r10,0,1
Vmn1r100,0,1
Vmn1r103,0,1
Vmn1r109,0,1
Vmn1r11,0,1
Vmn1r112,0,1
Vmn1r113,0,1
Vmn1r114,0,1
Vmn1r115,0,1
Vmn1r116,0,1
Vmn1r117,0,1
Vmn1r119,0,1
Vmn1r12,0,1
Vmn1r120,0,1
Vmn1r121,0,1
Vmn1r122,0,1
Vmn1r123,0,1
Vmn1r124,0,1
Vmn1r125,0,1
Vmn1r127,0,1
Vmn1r128,0,1
Vmn1r129,0,1
Vmn1r13,0,1
Vmn1r139,0,1
Vmn1r14,0,1
Vmn1r142,0,1
Vmn1r149,0,1
Vmn1r15,0,1
Vmn1r151,0,1
Vmn1r152,0,1
Vmn1r158,0,1
Vmn1r159,0,1
Vmn1r16,0,1
Vmn1r160,0,1
Vmn1r163,0,1
Vmn1r165,0,1
Vmn1r167,0,1
Vmn1r168,0,1
Vmn1r169,0,1
Vmn1r17,0,1
Vmn1r170,-0.525880448,1
Vmn1r171,0,1
Vmn1r172,0,1
Vmn1r173,0,1
Vmn1r174,0,1
Vmn1r175,0,1
Vmn1r176,0,1
Vmn1r177,0,1
Vmn1r178,0,1
Vmn1r179,0,1
Vmn1r18,0,1
Vmn1r180,0,1
Vmn1r181,0.418445805,1
Vmn1r183,0,1
Vmn1r184,0,1
Vmn1r185,0,1
Vmn1r186,0,1
Vmn1r187,0,1
Vmn1r188,0,1
Vmn1r189,0,1
Vmn1r19,0,1
Vmn1r191,0,1
Vmn1r192,0,1
Vmn1r193,0,1
Vmn1r194,0,1
Vmn1r195,0,1
Vmn1r196,0,1
Vmn1r197,0,1
Vmn1r198,0,1
Vmn1r199,0,1
Vmn1r2,-0.809018421,1
Vmn1r20,0,1
Vmn1r200,0,1
Vmn1r201,0,1
Vmn1r202,0,1
Vmn1r203,0,1
Vmn1r204,0,1
Vmn1r205,0,1
Vmn1r206,0.504305126,1
Vmn1r207-ps,0,1
Vmn1r208,0,1
Vmn1r209,0,1
Vmn1r21,0.528565318,1
Vmn1r210,0,1
Vmn1r211,0,1
Vmn1r212,0,1
Vmn1r213,0,1
Vmn1r214,0,1
Vmn1r215,0,1
Vmn1r216,0,1
Vmn1r217,0,1
Vmn1r218,0,1
Vmn1r219,0,1
Vmn1r22,0,1
Vmn1r220,0,1
Vmn1r221,0,1
Vmn1r222,0,1
Vmn1r223,0,1
Vmn1r224,0,1
Vmn1r225,0,1
Vmn1r226,0,1
Vmn1r227,0,1
Vmn1r228,0,1
Vmn1r229,0,1
Vmn1r23,0,1
Vmn1r230,0,1
Vmn1r231,0,1
Vmn1r232,0,1
Vmn1r233,0,1
Vmn1r234,0,1
Vmn1r235,-0.260562877,1
Vmn1r236,-0.678584872,1
Vmn1r237,0,1
Vmn1r238,0.500912163,1
Vmn1r24,0,1
Vmn1r25,0,1
Vmn1r26,0,1
Vmn1r27,0,1
Vmn1r28,0,1
Vmn1r29,0,1
Vmn1r3,-0.522176304,1
Vmn1r30,0,1
Vmn1r31,0,1
Vmn1r32,0.490506466,1
Vmn1r33,0,1
Vmn1r34,0,1
Vmn1r35,0,1
Vmn1r36,0,1
Vmn1r37,0,1
Vmn1r38,0,1
Vmn1r39,0,1
Vmn1r4,0.401684983,1
Vmn1r40,0.504618359,1
Vmn1r41,0,1
Vmn1r42,1.109204453,1
Vmn1r43,0.502568909,1
Vmn1r44,0.882673566,1
Vmn1r45,0.264877473,1
Vmn1r46,0,1
Vmn1r47,0,1
Vmn1r48,0,1
Vmn1r49,0,1
Vmn1r5,0,1
Vmn1r50,0,1
Vmn1r51,0.035201904,1
Vmn1r52,0,1
Vmn1r53,0.404896584,1
Vmn1r54,0,1
Vmn1r55,0,1
Vmn1r56,0,1
Vmn1r57,0,1
Vmn1r58,0,1
Vmn1r59,0,1
Vmn1r6,-0.400458142,1
Vmn1r60,0,1
Vmn1r61,0,1
Vmn1r63,0,1
Vmn1r64,0.490743654,1
Vmn1r65,0,1
Vmn1r66,0,1
Vmn1r67,0,1
Vmn1r68,0,1
Vmn1r69,0,1
Vmn1r7,0,1
Vmn1r70,0,1
Vmn1r71,0,1
Vmn1r72,0,1
Vmn1r73,0,1
Vmn1r74,0,1
Vmn1r75,0,1
Vmn1r76,0,1
Vmn1r77,0,1
Vmn1r78,0,1
Vmn1r8,0,1
Vmn1r80,0,1
Vmn1r81,0,1
Vmn1r82,0,1
Vmn1r83,0,1
Vmn1r84,0,1
Vmn1r85,0,1
Vmn1r86,0,1
Vmn1r87,0,1
Vmn1r88,0,1
Vmn1r89,0,1
Vmn1r9,-0.341739871,1
Vmn1r90,-0.856986168,0.296434
Vmn1r91,0,1
Vmn1r93,0,1
Vmn1r95,0,1
Vmn2r-ps11,0,1
Vmn2r-ps129,-0.214471757,1
Vmn2r-ps14,0.27053764,0.626518
Vmn2r-ps160,0,1
Vmn2r1,-0.188248422,1
Vmn2r10,-0.307483351,1
Vmn2r100,0,1
Vmn2r101,0,1
Vmn2r102,0,1
Vmn2r103,0,1
Vmn2r104,0,1
Vmn2r105,0,1
Vmn2r106,0,1
Vmn2r107,0,1
Vmn2r108,0,1
Vmn2r109,0,1
Vmn2r11,-0.401348671,1
Vmn2r110,-0.002747793,1
Vmn2r111,0,1
Vmn2r112,0,1
Vmn2r113,0,1
Vmn2r114,0,1
Vmn2r115,0,1
Vmn2r116,0,1
Vmn2r117,0,1
Vmn2r118,-0.404914019,1
Vmn2r12,-0.369825957,1
Vmn2r120,0,1
Vmn2r121,-0.006772637,1
Vmn2r123,0,1
Vmn2r13,-0.883923395,1
Vmn2r14,-0.585956656,1
Vmn2r15,-0.584476756,1
Vmn2r16,0,1
Vmn2r17,0,1
Vmn2r18,0,1
Vmn2r19,0,1
Vmn2r2,0,1
Vmn2r20,0,1
Vmn2r21,0,1
Vmn2r22,0,1
Vmn2r23,0,1
Vmn2r24,0,1
Vmn2r25,0,1
Vmn2r26,-0.787173325,1
Vmn2r27,0,1
Vmn2r28,0,1
Vmn2r29,-0.073470717,1
Vmn2r3,0,1
Vmn2r30,0.328482947,1
Vmn2r31,-0.081858022,1
Vmn2r32,0,1
Vmn2r33,0,1
Vmn2r34,-0.253304353,1
Vmn2r35,0.044071908,1
Vmn2r36,-0.302757716,1
Vmn2r37,0,1
Vmn2r38,0.174842293,1
Vmn2r39,0,1
Vmn2r4,0.0283602,1
Vmn2r40,0,1
Vmn2r41,0,1
Vmn2r42,0,1
Vmn2r43,0,1
Vmn2r44,0,1
Vmn2r45,-0.410847967,1
Vmn2r46,-0.502645282,1
Vmn2r47,-0.094119467,1
Vmn2r48,0.176096775,1
Vmn2r49,0,1
Vmn2r5,0,1
Vmn2r50,-0.13732593,1
Vmn2r51,-0.179497037,1
Vmn2r52,0,1
Vmn2r53,0,1
Vmn2r54,0,1
Vmn2r55,0,1
Vmn2r56,0,1
Vmn2r57,-0.129842639,1
Vmn2r58,0,1
Vmn2r59,0,1
Vmn2r6,0,1
Vmn2r60,0,1
Vmn2r61,0,1
Vmn2r62,0.038825847,1
Vmn2r63,0.038825847,1
Vmn2r65,0,1
Vmn2r66,0,1
Vmn2r67,0,1
Vmn2r68-ps,0,1
Vmn2r69,0,1
Vmn2r7,0,1
Vmn2r70,0,1
Vmn2r71,0,1
Vmn2r72-ps,0,1
Vmn2r73,0,1
Vmn2r74,0,1
Vmn2r75,0,1
Vmn2r76,0,1
Vmn2r77,0,1
Vmn2r78,-0.13204349,1
Vmn2r79,0,1
Vmn2r8,-0.346096997,1
Vmn2r80,0,1
Vmn2r81,0,1
Vmn2r82,0,1
Vmn2r83,-0.129730893,1
Vmn2r84,-1.454957404,1
Vmn2r85,-0.377123749,1
Vmn2r86,-0.094534987,1
Vmn2r87,-1.061221117,1
Vmn2r88,0,1
Vmn2r89,3.16E-06,1
Vmn2r9,-0.132851866,1
Vmn2r90,0,1
