naive_hESC_rep1	naive_hESC_rep2	naive_hESC_rep3	naive_hESC_rep4	primed_hESC_rep1	primed_hESC_rep2	primed_hESC_rep3	primed_hESC_rep4	exonlength
SLC35F5	192	198	157	234	290	220	367	230	2832
SLC35G1	41	40	32	59	18	19	28	22	4797
SLC35G3	33	30	16	20	0	0	0	3	1873
SLC35G5	0	1	2	0	0	0	0	0	1200
SLC35G6	2	0	1	2	1	0	0	0	1193
SLC36A1	477	431	453	607	156	175	113	229	5762
SLC36A2	138	199	399	290	163	224	123	240	3411
SLC36A3	2	3	5	4	2	3	3	4	5822
SLC36A4	22	25	24	18	136	170	179	158	2454
SLC37A1	24	40	52	45	76	64	54	100	3073
SLC37A2	90	132	240	151	153	260	128	217	8298
SLC37A3	1566	1753	1758	1893	384	309	259	353	6293
SLC37A4	988	1267	1490	1302	150	157	65	157	11091
SLC38A1	5611	4296	4663	6767	7049	7140	11741	10179	16595
SLC38A10	74	115	139	87	55	64	30	53	7324
SLC38A11	0	0	0	0	0	1	0	0	3493
SLC38A2	4775	2653	2346	3117	5168	4099	6564	5628	4868
SLC38A3	4	4	8	10	2	6	6	13	2437
SLC38A4	0	3	0	0	105	86	96	78	7741
SLC38A5	1	4	7	5	17	22	13	20	1972
SLC38A6	23	17	14	23	38	75	52	49	5282
SLC38A7	164	148	252	265	51	53	32	91	2761
SLC38A8	0	0	0	0	0	0	0	0	1298
SLC38A9	402	349	308	407	150	178	227	192	2517
SLC39A1	1179	1006	783	1073	145	117	74	224	2422
SLC39A10	4611	3957	3223	4274	5384	4848	11903	6395	10673
SLC39A11	307	338	191	192	73	54	56	63	5523
SLC39A12	1	0	0	0	0	0	0	0	5480
SLC39A13	48	63	68	55	58	67	28	49	4838
SLC39A14	2519	1966	1649	2047	757	672	734	1109	15825
SLC39A2	2	1	3	0	7	0	3	3	4232
SLC39A3	22	27	32	45	7	11	7	20	4406
SLC39A4	236	260	329	384	28	28	26	25	4463
SLC39A5	0	2	3	0	1	3	0	0	3935
SLC39A6	174	149	185	196	423	332	626	543	5268
SLC39A7	122	112	106	98	27	16	14	36	27540
SLC39A8	49	77	39	41	336	246	464	333	13113
SLC39A9	956	883	602	875	554	447	563	590	22519
SLC3A1	4	3	7	5	15	10	7	7	2310
SLC3A2	2156	1735	2678	2751	322	271	203	352	10394
SLC40A1	59	50	49	61	212	88	25	13	3347
SLC41A1	382	476	722	792	577	625	825	741	4843
SLC41A2	55	54	103	91	70	96	94	118	3534
SLC41A3	421	424	351	314	142	129	67	158	10025
SLC43A1	23	30	45	34	59	68	71	128	4867
SLC43A2	43	61	72	83	2	6	3	14	2987
SLC43A3	44	34	63	116	148	163	182	174	7898
SLC44A1	2224	2208	1306	1861	2334	1987	2731	2519	4524
SLC44A2	3825	4442	4714	4708	381	400	377	613	6765
SLC44A3	29	27	35	25	42	29	30	35	4695
SLC44A4	18	23	46	30	16	30	15	47	54001
SLC44A5	21	11	22	18	141	130	32	43	6367
SLC45A1	0	0	0	1	2	1	0	2	2393
SLC45A2	0	0	0	0	0	0	0	1	4460
SLC45A3	33	56	90	67	23	29	21	48	3377
SLC45A4	83	91	124	86	14	17	9	29	3368
SLC46A1	73	59	124	67	41	23	28	26	12883
SLC46A2	0	2	5	6	3	6	2	2	2498
SLC46A3	1	2	4	9	23	23	16	16	6131
SLC47A1	396	576	442	436	72	67	53	54	3262
SLC47A2	4	2	9	3	6	4	4	4	6839
SLC48A1	93	138	200	161	108	116	67	140	3031
SLC4A1	65	106	188	147	76	99	64	118	4933
SLC4A10	0	0	0	0	4	8	8	15	16871
SLC4A11	320	435	630	483	43	46	48	91	9389
SLC4A1AP	1780	1939	1561	2010	872	711	1182	966	2956
SLC4A2	315	377	581	437	105	73	39	89	17303
SLC4A3	44	86	133	94	15	23	9	30	8415
SLC4A4	3	3	6	2	94	68	63	64	22855
SLC4A5	1419	1289	871	1234	303	296	268	521	9740
SLC4A7	463	659	685	598	800	729	745	676	7732
SLC4A8	631	687	588	533	156	171	182	229	9172
SLC4A9	1	0	1	1	4	9	11	3	3249
SLC50A1	350	460	416	331	236	260	148	318	3727
SLC5A1	0	1	1	1	0	2	1	0	14561
SLC5A10	11	28	14	23	2	3	2	2	4200
SLC5A11	1	1	4	2	0	0	2	0	2334
SLC5A12	2	3	7	5	57	55	43	41	6238
SLC5A2	1	1	1	2	4	1	1	0	2259
SLC5A3	331	429	544	610	755	805	622	660	11574
SLC5A4	0	2	3	0	18	42	7	9	2005
SLC5A5	392	517	453	404	120	192	96	195	3561
SLC5A6	1470	1392	1417	1514	451	502	488	483	6555
SLC5A7	1	1	1	0	2	1	5	3	5136
SLC5A8	0	0	0	0	0	2	0	2	3271
SLC5A9	2	2	4	2	322	162	39	53	6444
SLC6A1	0	0	0	0	0	1	0	0	4478
SLC6A10P	105	244	760	559	12	19	8	38	3830
SLC6A11	5	11	7	13	2	4	3	4	1977
SLC6A12	0	0	2	1	1	0	2	2	13040
SLC6A13	1	3	0	0	1	2	0	1	5300
SLC6A14	22	20	36	19	16	23	18	16	4550
SLC6A15	4	1	3	2	204	181	313	257	13419
SLC6A16	59	50	64	55	71	118	58	74	2921
SLC6A17	73	156	110	157	3	1	1	7	6390
SLC6A18	0	0	1	0	0	0	0	0	2109
SLC6A19	81	67	112	116	5	1	0	0	5160
SLC6A2	1	0	0	0	0	1	1	2	13398
SLC6A20	129	157	316	215	119	157	73	135	10732
SLC6A3	16	40	50	40	1	1	0	4	3919
SLC6A4	1	0	0	0	21	6	1	8	4518
SLC6A5	9	6	11	3	0	0	0	0	2847
SLC6A6	4818	7382	9616	11280	992	735	602	1320	14248
SLC6A7	0	1	1	0	0	0	0	0	3725
SLC6A8	1898	2069	3615	3666	370	429	382	668	10175
SLC6A9	252	169	238	279	57	48	40	81	9753
SLC7A1	852	557	579	1070	656	685	740	1490	7330
SLC7A10	2	4	5	4	4	2	0	2	1935
SLC7A11	3376	1878	1918	2436	737	890	996	1108	9636
SLC7A13	8	9	0	0	0	0	0	0	1861
SLC7A14	85	125	303	188	161	214	125	199	10125
SLC7A2	2650	1834	2136	2097	684	599	750	939	22666
SLC7A3	110	110	195	344	1331	1357	1722	2082	4486
SLC7A4	16	22	35	32	1	0	0	0	2308
SLC7A5	4376	4102	5498	6340	687	531	245	631	4533
SLC7A5P1	5	10	24	11	1	3	0	4	614
SLC7A5P2	127	191	436	283	134	161	92	187	2535
SLC7A6	970	1196	1258	1151	472	400	394	532	12602
SLC7A6OS	125	92	112	149	45	41	42	66	1624
SLC7A7	1767	1721	1352	1331	178	100	72	93	6942
SLC7A8	916	946	913	1053	783	549	387	585	7321
SLC7A9	0	2	0	2	1	2	0	3	5206
SLC8A1	0	0	2	2	40	28	48	54	30122
SLC8A2	25	42	55	78	20	19	18	36	5101
SLC8A3	0	0	0	0	7	4	13	21	26796
SLC9A1	1494	1356	1709	2015	132	135	117	160	4560
SLC9A10	3	1	4	1	13	17	11	7	4094
SLC9A11	5	1	5	1	0	0	1	1	4399
SLC9A2	2	9	2	3	2	0	2	5	5430
SLC9A3	122	140	182	165	2	0	0	2	2760
SLC9A3R1	510	535	425	538	246	149	89	208	1998
SLC9A3R2	183	169	103	148	5	6	5	10	9717
SLC9A4	128	145	350	263	573	759	414	552	4126
SLC9A5	1	4	5	9	27	26	22	46	3719
SLC9A6	212	243	304	405	188	172	252	269	13914
SLC9A7	8	18	26	31	83	74	54	91	2183
SLC9A7P1	33	29	61	60	39	39	38	61	3304
SLC9A8	228	259	321	366	130	141	104	159	6239
SLC9A9	9	4	4	12	14	15	10	11	3611
SLC9B1	1	1	2	2	9	7	10	11	3610
SLC9B2	29	23	23	33	79	78	60	102	3349
SLCO1A2	129	205	481	367	273	359	157	306	14864
SLCO1B1	2	1	1	0	5	12	6	3	2772
SLCO1B3	2	2	3	2	2	0	0	0	2996
SLCO1B7	0	0	0	0	0	0	1	0	1910
SLCO1C1	24	26	28	14	2	2	6	2	13138
SLCO2A1	25	42	20	45	617	374	80	93	4209
SLCO2B1	0	1	2	0	5	1	0	2	12259
SLCO3A1	8	18	35	23	161	162	197	192	7938
SLCO4A1	8	14	7	5	12	8	8	17	2764
SLCO4C1	3044	1848	1358	2056	270	260	357	141	5319
SLCO5A1	55	39	52	75	71	55	40	49	10913
SLCO6A1	0	0	0	0	3	7	2	5	2509
SLED1	0	0	0	0	1	0	0	0	749
SLFN11	5	3	11	5	33	23	15	20	25659
SLFN12	32	15	31	31	153	81	110	107	2386
SLFN12L	0	0	0	0	0	0	0	0	1763
SLFN13	78	129	224	150	386	297	175	271	8463
SLFN14	0	0	4	0	0	0	0	1	2878
SLFN5	9	21	14	10	167	107	96	135	4642
SLFNL1	3	1	5	7	0	0	1	1	4099
SLIRP	2965	2305	1530	2470	653	624	1070	671	393
SLIT1	2	6	18	10	11	12	8	15	7894
SLIT2	7	8	35	11	263	160	178	166	4913
SLIT2-IT1	0	0	0	0	3	4	0	1	597
SLIT3	4	16	25	13	140	103	39	46	5344
SLITRK1	3	3	2	0	2	0	5	6	5185
SLITRK2	100	96	205	116	0	0	0	0	32577
SLITRK3	0	1	0	0	43	45	84	74	4220
SLITRK4	7	6	6	11	71	43	51	51	26009
SLITRK5	4	9	23	29	23	18	24	32	4444
SLITRK6	0	0	0	0	40	12	13	6	4179
SLK	8374	9160	5848	7686	1991	1229	2309	1655	5587
SLMAP	2320	2327	2012	2688	1746	1292	1924	2051	4399
SLMO1	7	5	6	4	17	25	30	30	3423
SLMO2	1235	1309	578	863	298	226	198	291	5025
SLMO2-ATP5E	0	0	0	0	0	0	0	0	1781
SLN	2	1	2	1	0	2	0	0	728
SLPI	12	7	1	3	0	0	0	0	594
SLTM	6389	6160	5487	7160	5731	4327	9135	8200	8198
SLU7	754	794	601	772	450	398	499	502	3544
SLURP1	0	0	1	0	0	0	0	0	534
SLX1A	0	0	0	0	0	0	0	0	3974
SLX1A-SULT1A3	0	0	0	0	0	0	0	0	4410
SLX1B	0	0	0	0	0	0	0	0	3974
SLX1B-SULT1A4	0	0	0	0	0	0	0	0	4410
SLX4	282	342	456	455	255	239	274	285	7276
SMA4	7	8	47	25	111	119	99	123	1933
SMA5	18	27	76	60	77	103	72	97	1748
SMAD1	447	461	333	536	514	458	639	599	5916
SMAD2	1156	1225	849	1039	1642	1517	2061	1985	31327
SMAD3	294	425	296	303	466	374	263	388	23456
SMAD4	1668	1486	1228	1734	2280	2105	2134	2489	8759
SMAD5	1454	1545	1449	1710	1954	1646	1729	1785	21018
SMAD5-AS1	5	5	13	8	11	15	13	3	1807
SMAD6	3	4	3	6	63	35	7	13	7160
SMAD7	177	207	168	180	111	66	38	62	10834
SMAD9	40	44	68	60	182	97	73	100	11060
SMAGP	71	55	57	59	70	27	26	49	2155
SMAP1	589	582	480	585	577	487	475	515	6560
SMAP2	208	200	118	159	52	45	27	47	10453
SMARCA1	321	423	277	317	1130	767	1713	1395	8087
SMARCA2	6084	7076	4672	5629	390	409	269	318	11391
SMARCA4	4803	6203	4062	5061	2387	2239	2339	3586	38061
SMARCA5	4876	5238	2840	5458	5064	3618	12180	6513	7902
SMARCAD1	2844	2661	2006	2830	1485	1577	3394	1388	24250
SMARCAL1	179	274	236	269	199	185	182	170	6316
SMARCB1	510	494	392	443	124	101	78	153	3361
SMARCC1	12026	13227	9800	13636	14628	12869	22760	18943	5729
SMARCC2	822	1176	1458	1437	1442	1387	1454	1730	16239
SMARCD1	560	642	598	846	475	378	357	536	6710
SMARCD2	407	549	351	375	90	57	37	115	2757
SMARCD3	0	6	6	3	11	13	0	8	5025
SMARCE1	1657	1887	1270	1759	1489	1310	1563	1633	2410
SMC1A	9714	11317	10686	13583	4387	3584	4716	4806	9700
SMC1B	9	25	24	23	24	20	10	21	4227
SMC2	4404	4433	3157	4833	1775	1339	2852	2066	17936
SMC3	3437	3844	2078	3227	3485	2866	6689	4306	4083
SMC4	1844	1630	1566	2063	2560	2447	3557	2263	10356
SMC5	1818	1571	1387	1777	1189	1155	1413	1149	5940
SMC6	1724	1863	1418	2048	1857	1767	3237	2127	10376
SMCHD1	1343	1291	1186	1512	1689	1416	1682	1515	8624
SMCP	0	0	0	0	0	0	0	0	768
SMCR5	2	1	10	0	4	4	2	5	2843
SMCR7	44	49	40	36	9	15	3	14	7541
SMCR7L	1214	1335	932	1212	418	371	329	484	5693
SMCR8	1135	1125	1303	1675	599	614	534	757	8308
SMCR9	0	0	0	0	0	0	0	0	540
SMEK1	2423	2140	1505	2250	1451	1509	2315	1553	3877
SMEK2	1618	1495	1191	1813	650	529	877	722	8629
SMEK3P	3	0	3	1	0	0	0	0	3130
SMG1	12698	10280	9662	11863	7171	6951	8407	8951	16002
SMG5	973	980	903	1102	205	201	113	275	4541
SMG6	324	400	473	455	253	254	195	334	12261
SMG7	3043	3085	2635	3602	2897	2887	4421	3618	22448
SMG8	558	516	505	697	197	161	193	208	3262
SMG9	172	157	190	175	84	101	64	80	2339
SMN1	0	0	0	0	0	0	0	0	6270
SMN2	1	0	0	0	2	0	0	1	12360
SMNDC1	901	894	536	850	675	445	1050	633	2023
SMO	99	117	150	134	157	180	142	208	3725
SMOC1	0	0	0	1	3	1	1	0	7369
SMOC2	7	6	10	5	28	24	60	49	6241
SMOX	79	85	78	80	38	23	12	25	7385
SMPD1	88	120	85	86	29	22	8	13	4929
SMPD2	42	44	49	39	4	9	4	9	1670
SMPD3	19	40	52	39	11	14	9	15	5260
SMPD4	840	845	896	990	275	302	216	395	23701
SMPDL3A	206	169	145	219	11	13	12	16	2186
SMPDL3B	5	4	11	6	325	446	520	502	3452
SMPX	0	0	0	0	2	5	1	1	1961
SMR3A	0	0	0	0	0	0	0	0	595
SMR3B	0	0	0	0	0	0	0	0	782
SMS	275	331	191	353	1301	975	794	983	1804
SMTN	63	66	112	113	21	15	14	38	16140
SMTNL1	0	1	0	0	2	5	2	7	1642
SMTNL2	12	7	1	6	23	17	7	15	4206
SMU1	1705	1796	1417	1642	820	725	556	920	7079
SMUG1	124	82	135	132	57	65	80	64	11349
SMURF1	427	526	471	487	234	269	221	346	17069
SMURF2	662	576	460	685	867	727	812	916	3847
SMYD1	0	0	1	1	1	0	11	6	4419
SMYD2	451	440	372	509	218	156	113	110	1673
SMYD3	144	153	114	136	104	78	68	81	3074
SMYD4	488	592	822	740	471	511	430	634	4323
SMYD5	303	256	239	306	86	89	72	141	2554
SNAI1	53	90	96	151	7	3	6	8	1703
SNAI2	2	6	11	1	121	66	22	14	2106
SNAI3	2	4	2	4	5	7	2	2	1710
SNAP23	2710	2420	1727	2606	578	532	491	541	5108
SNAP25	24	21	15	22	16	15	8	16	4092
SNAP29	764	700	625	841	383	389	383	406	4256
SNAP47	118	117	106	97	32	47	19	35	2362
SNAP91	1	1	1	2	12	11	5	12	24876
SNAPC1	112	135	166	181	150	181	207	179	2646
SNAPC2	30	22	49	70	7	5	1	11	2987
SNAPC3	1838	2243	1980	2782	798	624	1025	682	3086
SNAPC4	144	193	260	229	61	73	48	83	4627
SNAPC5	63	78	63	73	38	26	47	51	781
SNAPIN	120	124	91	105	35	44	48	38	1031
SNAR-A1	0	0	0	0	0	0	0	0	242
SNAR-A10	0	0	0	0	0	0	0	0	1200
SNAR-A11	0	0	0	0	0	0	0	0	1200
SNAR-A12	0	0	0	0	0	0	0	0	242
SNAR-A13	0	0	0	0	0	0	0	0	242
SNAR-A14	0	0	0	0	0	0	0	0	1200
SNAR-A2	0	0	0	0	0	0	0	0	242
SNAR-A3	0	0	0	0	0	0	0	0	1200
SNAR-A4	0	0	0	0	0	0	0	0	1200
SNAR-A5	0	0	0	0	0	0	0	0	1200
SNAR-A6	0	0	0	0	0	0	0	0	1200
SNAR-A7	0	0	0	0	0	0	0	0	1200
SNAR-A8	0	0	0	0	0	0	0	0	1200
SNAR-A9	0	0	0	0	0	0	0	0	1200
SNAR-B1	0	0	0	0	0	0	0	0	238
SNAR-B2	0	0	0	0	0	0	0	0	238
SNAR-C1	0	0	0	0	0	0	0	0	357
SNAR-C2	0	0	0	0	0	0	0	0	357
SNAR-C3	0	0	0	0	0	0	0	0	118
SNAR-C4	1	0	0	0	0	0	0	0	119
SNAR-C5	0	0	0	0	0	0	0	0	357
SNAR-D	0	0	0	0	0	0	0	0	118
SNAR-E	0	0	0	0	0	0	0	0	119
SNAR-F	0	0	0	0	0	0	0	0	122
SNAR-G1	2	2	0	1	1	1	0	0	127
SNAR-G2	0	0	0	0	0	0	0	0	118
SNAR-H	0	0	0	0	0	0	0	0	119
SNAR-I	0	1	0	0	0	0	0	0	120
SNCA	0	2	2	1	79	46	37	68	12552
SNCAIP	63	80	72	48	118	127	113	152	6136
SNCB	2	0	0	1	2	0	0	0	2730
SNCG	2	0	2	0	0	4	0	2	821
SND1	2649	2996	2380	2613	817	687	592	983	3484
SND1-IT1	73	57	140	88	114	196	113	151	2568
SNED1	37	37	73	68	47	33	27	53	6802
SNF8	759	843	427	494	103	114	84	148	1205
SNHG1	4938	6706	6023	4677	2129	2197	2055	2902	1107
SNHG10	32	42	56	51	18	27	17	24	3288
SNHG11	66	82	113	69	23	29	10	32	1082
SNHG12	407	577	546	447	92	100	81	146	733
SNHG15	557	745	905	677	75	87	25	117	798
SNHG3	4362	5726	6766	5249	1180	1298	675	2088	4577
SNHG4	130	158	494	338	145	218	116	376	2138
SNHG5	1585	1462	675	559	675	677	440	426	501
SNHG6	344	327	223	210	180	208	177	194	468
SNHG7	141	123	235	210	69	92	43	85	3969
SNHG8	296	341	227	173	112	162	97	128	1351
SNHG9	17	23	35	16	6	10	10	12	231
SNIP1	354	295	221	340	131	134	155	178	2467
SNN	163	186	141	203	210	222	192	291	3291
SNORA1	7	5	7	4	4	5	6	3	129
SNORA10	37	47	74	45	6	10	10	15	132
SNORA11	1	3	0	3	4	1	0	2	130
SNORA11B	0	0	3	5	4	2	0	2	126
SNORA11C	0	0	0	0	0	0	0	0	126
SNORA11D	0	0	0	0	0	0	0	0	252
SNORA11E	0	0	0	0	0	0	0	0	252
SNORA12	0	0	1	0	1	1	1	1	146
SNORA13	8	6	12	5	2	1	1	2	132
SNORA14A	1	1	3	1	1	2	1	4	133
SNORA14B	12	10	20	13	7	2	7	10	134
SNORA15	3	1	8	5	10	9	5	8	132
SNORA16A	13	12	31	17	0	1	3	4	133
SNORA16B	1	2	3	8	6	5	1	1	132
SNORA17	0	0	0	0	0	0	0	0	132
SNORA18	36	33	109	97	25	32	32	21	131
SNORA19	5	2	3	2	7	4	4	5	125
SNORA20	4	11	12	12	6	3	3	4	131
SNORA21	6	20	47	24	2	3	0	5	132
SNORA22	14	18	34	26	21	24	36	30	133
SNORA23	7	9	9	2	6	9	8	8	188
SNORA24	12	25	15	21	2	5	5	9	130
SNORA25	7	10	30	16	8	17	8	11	131
SNORA26	16	16	38	20	27	11	18	26	121
SNORA27	19	7	35	27	11	6	9	12	125
SNORA28	8	3	8	9	11	9	6	6	125
SNORA29	4	12	19	12	1	2	0	0	139
SNORA2A	0	0	2	0	0	0	1	0	134
SNORA2B	5	6	10	4	2	2	2	5	136
SNORA3	20	24	41	24	7	11	8	14	129
SNORA30	15	17	25	6	6	10	10	7	128
SNORA31	33	64	37	36	12	10	22	19	129
SNORA32	7	6	18	13	10	15	6	9	120
SNORA33	14	24	27	18	13	13	21	19	132
SNORA34	1	2	5	3	1	3	0	4	136
SNORA35	0	1	3	2	1	2	1	1	127
SNORA36A	1	1	3	4	0	1	1	0	129
SNORA36B	2	0	0	0	0	2	1	2	130
SNORA36C	0	0	0	0	0	0	0	0	126
SNORA37	2	4	0	2	2	5	4	6	128
SNORA38	1	1	2	3	0	1	0	2	917
SNORA38B	0	5	4	2	4	5	4	1	131
SNORA39	2	1	0	4	1	0	0	2	135
SNORA4	40	57	65	45	9	9	10	10	136
SNORA40	60	88	160	130	17	16	10	17	126
SNORA41	4	2	2	1	1	1	3	1	131
SNORA42	2	1	3	2	1	0	2	1	133
SNORA43	0	0	0	0	0	0	0	0	133
SNORA44	20	29	43	37	1	3	4	8	131
SNORA45	57	72	95	42	37	40	33	46	130
SNORA46	2	3	4	2	3	2	2	3	134
SNORA47	4	1	1	4	0	0	0	0	137
SNORA48	12	15	27	24	6	5	12	14	134
SNORA49	0	3	4	1	1	0	0	1	136
SNORA50	6	10	1	8	10	2	5	3	135
SNORA51	9	9	20	14	3	2	1	8	131
SNORA52	0	1	7	4	0	0	0	2	133
SNORA53	13	20	17	11	0	1	6	5	249
SNORA54	2	0	5	1	1	0	0	0	122
SNORA55	6	4	10	12	1	2	3	5	136
SNORA56	6	16	23	17	3	7	1	3	128
SNORA57	8	10	9	8	3	3	3	2	148
SNORA58	0	3	0	0	0	0	0	0	235
SNORA59A	0	0	0	0	0	0	0	0	302
SNORA59B	0	0	0	0	0	0	0	0	302
SNORA5A	15	10	25	21	8	2	1	1	133
SNORA5B	0	1	4	2	0	0	0	1	131
SNORA5C	0	1	7	1	0	0	0	0	136
SNORA6	77	145	276	122	24	27	29	29	148
SNORA60	0	0	3	1	0	0	0	0	135
SNORA61	56	124	213	129	15	16	14	27	129
SNORA62	20	41	63	37	6	5	2	8	153
SNORA63	41	72	92	75	15	7	16	21	134
SNORA64	10	7	21	23	0	0	0	0	133
SNORA65	9	19	45	19	3	3	5	9	135
SNORA66	64	67	124	88	65	72	100	96	132
SNORA67	43	28	65	34	10	4	9	11	136
SNORA68	6	10	4	7	0	0	0	3	132
SNORA69	0	3	5	4	1	0	0	1	131
SNORA70	23	54	116	66	2	1	0	0	134
SNORA70B	3	1	8	5	6	11	1	8	133
SNORA70C	0	0	0	0	1	3	0	0	135
SNORA70D	0	1	0	1	0	0	0	0	134
SNORA70E	0	0	0	3	0	1	0	0	134
SNORA70F	0	0	6	0	0	0	0	1	134
SNORA70G	16	14	29	19	19	43	9	30	141
SNORA71A	4	7	16	15	2	0	0	0	137
SNORA71B	11	14	33	19	1	1	1	5	135
SNORA71C	2	6	20	6	2	1	0	1	137
SNORA71D	1	3	3	4	0	2	2	1	137
SNORA72	3	10	9	7	2	3	3	2	131
SNORA74A	2	3	12	6	2	1	0	5	199
SNORA74B	1	4	6	1	1	0	0	1	203
SNORA75	2	2	8	3	5	9	4	4	136
SNORA76	0	1	0	0	0	0	0	0	132
SNORA77	0	3	1	1	0	1	0	1	124
SNORA78	0	0	0	0	0	0	0	0	126
SNORA79	3	2	3	1	3	3	5	5	139
SNORA7A	0	0	0	0	0	0	0	0	138
SNORA7B	6	17	43	20	3	1	0	2	138
SNORA8	19	42	54	40	26	39	29	24	138
SNORA80	3	4	5	8	0	5	0	6	135
SNORA80B	0	4	6	4	2	0	1	0	135
SNORA81	15	29	34	15	2	6	5	9	177
SNORA84	7	6	11	3	0	0	0	0	132
SNORA9	10	32	67	41	0	8	2	11	132
SNORD10	8	10	26	9	1	2	4	4	147
SNORD100	5	12	7	5	2	4	3	4	75
SNORD101	6	21	44	37	12	13	21	29	72
SNORD102	7	7	13	14	12	10	11	18	71
SNORD103A	0	0	0	0	0	0	0	0	174
SNORD103B	0	0	0	0	0	0	0	0	174
SNORD104	9	6	9	4	1	0	1	2	79
SNORD105	0	1	1	1	0	0	0	0	84
SNORD105B	0	0	0	0	0	0	0	0	91
SNORD107	0	0	0	0	0	0	0	0	74
SNORD108	0	0	0	0	0	0	0	0	68
SNORD109A	0	0	0	0	0	0	0	0	132
SNORD109B	0	0	0	0	0	0	0	0	132
SNORD11	4	3	5	5	4	3	4	3	83
SNORD110	13	21	39	19	0	1	2	2	74
SNORD111	4	1	4	3	2	2	1	0	93
SNORD111B	0	0	0	1	0	1	1	1	100
SNORD113-1	7	13	16	10	0	0	12	9	69
SNORD113-2	3	1	7	7	0	0	9	3	70
SNORD113-4	1	1	5	1	0	0	0	1	73
SNORD113-5	0	1	3	2	0	0	2	0	76
SNORD113-6	0	0	0	1	0	0	0	1	73
SNORD113-7	3	4	4	4	0	0	2	2	75
SNORD113-9	2	2	3	5	0	0	1	0	70
SNORD114-1	9	20	20	10	0	0	7	11	70
SNORD114-10	60	105	101	87	0	0	31	25	70
SNORD114-11	1	5	4	4	0	0	4	2	73
SNORD114-12	6	11	23	7	0	0	9	4	73
SNORD114-13	5	15	15	13	0	0	2	5	72
SNORD114-14	3	6	9	6	0	0	0	4	73
SNORD114-15	2	6	4	3	0	0	0	3	70
SNORD114-16	1	3	10	5	0	0	16	8	68
SNORD114-17	2	4	27	9	0	0	46	20	73
SNORD114-18	6	3	2	2	0	0	0	1	70
SNORD114-19	1	2	1	0	0	0	1	0	73
SNORD114-2	10	13	15	13	0	0	9	10	76
SNORD114-20	2	1	2	3	0	0	1	0	70
SNORD114-21	1	1	1	1	0	0	0	1	70
SNORD114-22	1	2	1	0	0	0	1	1	70
SNORD114-23	2	3	10	2	0	0	2	2	70
SNORD114-24	1	3	9	6	0	0	3	1	70
SNORD114-25	0	2	1	3	0	0	3	4	70
SNORD114-26	4	2	3	3	0	0	2	1	70
SNORD114-27	3	0	4	1	0	0	1	1	68
SNORD114-28	0	2	4	4	0	0	2	2	70
SNORD114-29	4	9	17	7	0	0	1	5	68
SNORD114-3	9	5	19	15	0	0	5	3	73
SNORD114-30	4	15	21	26	0	0	6	10	70
SNORD114-31	2	2	8	5	0	0	3	7	73
SNORD114-4	1	3	4	1	0	0	4	2	103
SNORD114-5	0	1	1	3	0	0	0	0	68
SNORD114-6	5	8	10	7	0	0	0	2	70
SNORD114-7	6	9	18	20	0	0	12	12	75
SNORD114-8	0	1	0	3	0	0	1	0	70
SNORD114-9	2	1	7	1	0	0	0	1	70
SNORD115-1	0	0	0	0	0	0	0	0	81
SNORD115-10	0	0	0	0	0	0	0	0	401
SNORD115-11	0	0	0	0	0	0	0	0	324
SNORD115-12	0	0	0	0	0	0	0	0	240
SNORD115-13	0	0	0	0	0	0	0	0	81
SNORD115-14	0	0	0	0	0	0	0	0	80
SNORD115-15	0	0	0	0	0	0	0	0	79
SNORD115-16	0	0	0	0	0	0	0	0	81
SNORD115-17	0	0	0	0	0	0	0	0	243
SNORD115-18	0	0	0	0	0	0	0	0	243
SNORD115-19	0	0	0	0	0	0	0	0	243
SNORD115-2	0	0	0	0	0	0	0	0	81
SNORD115-20	0	0	0	0	0	0	0	0	81
SNORD115-21	0	0	0	0	0	0	0	0	79
SNORD115-22	0	0	0	0	0	0	0	0	81
SNORD115-23	0	0	0	0	0	0	0	0	81
SNORD115-24	0	0	0	0	0	0	0	0	70
SNORD115-25	0	0	0	0	0	0	0	0	81
SNORD115-26	0	0	0	0	0	0	0	0	81
SNORD115-27	0	0	0	0	0	0	0	0	75
SNORD115-28	0	0	0	0	0	0	0	0	73
SNORD115-29	0	0	0	0	0	0	0	0	324
SNORD115-3	0	0	0	0	0	0	0	0	81
SNORD115-30	0	0	0	0	0	0	0	0	81
SNORD115-31	0	0	0	0	0	0	0	0	81
SNORD115-32	0	0	0	0	0	0	0	0	81
SNORD115-33	0	0	0	0	0	0	0	0	81
SNORD115-34	0	0	0	0	0	0	0	0	81
SNORD115-35	0	0	0	0	0	0	0	0	81
SNORD115-36	0	0	0	0	0	0	0	0	324
SNORD115-37	0	0	0	0	0	0	0	0	81
SNORD115-38	0	0	0	0	0	0	0	0	81
SNORD115-39	0	0	0	0	0	0	0	0	81
SNORD115-4	0	0	0	0	0	0	0	0	81
SNORD115-40	0	0	0	0	0	0	0	0	81
SNORD115-41	0	0	0	0	0	0	0	0	81
SNORD115-42	0	0	0	0	0	0	0	0	81
SNORD115-43	0	0	0	0	0	0	0	0	324
SNORD115-44	0	0	0	0	0	0	0	0	81
SNORD115-45	0	0	0	0	0	0	0	0	52
SNORD115-47	0	0	0	0	0	0	0	0	32
SNORD115-48	0	0	0	0	0	0	1	0	75
